Protein	Description	PSM_G1	Uniq_Pept_G1	S1	S2	S3	S4	S5	S6	S7	S8	P2	PSM_G2	Uniq_Pept_G2	S9	S10	S11	S12	S13	S14	S15	S16	P4	PSM_G3	Uniq_Pept_G3	S17	S18	S19	S20	S21	S22	S23	S24	P6	Total_PSM	Gene Length	Amino_Acid_Length	SAF_G1	SAF_G2	SAF_G3	NSAF_G1	NSAF_G2	NSAF_G3	Avg_TT4	Avg_TS4	Avg_AT4	Avg_AS1	Avg_SASA1	Avg_ASA1	Avg_SAS1	Avg_POOLED
PA5360	gi|15600553| two-component response regulator PhoB	7.0	3.0	0.0262628342944713	0.028839867622203426	0.027478555062479818	0.027369342583619047	0.025993936332305758	0.02833943663064368	0.026540781458943227	0.028059943980606197	0.028128370170188488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.01990066691391338	0.016867913590218817	0.02234197244282167	0.022071821847729982	0.02406712450654803	0.02466369976415406	0.02614075669233211	0.02414125838693959	0.0199535821036736	12.0	690	230.0	0.030434782608695653	0.0	0.021739130434782608	3.922131289270148e-05	0.0	2.7930142070374574e-05	0.02752708565971818	0.02723423851552283	0.01820024181318314	0.0	0.0	0.012256193501377398	0.02282697293236656	0.024981904947808584
PA5358	gi|15600551| 4-hydroxybenzoate-octaprenyl transferase	2.0	1.0	0.006880928270621766	0.007324621852080749	0.007444484530164952	0.005851215372431176	0.006730963513233192	0.007049709948260697	0.00736866134326205	0.007684965898333255	0.007223712928194692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.013461475159702566	0.012362036471614667	0.012087829543661003	0.013316110243873162	0.014600463878269533	0.013866527236513148	0.01487503331236606	0.01660566394572986	0.014165039924410932	6.0	891	297.0	0.006734006734006734	0.0	0.013468013468013467	8.678116368755497e-06	0.0	1.730352236009738e-05	0.007216678217622489	0.006543962944641688	0.005017875747198436	0.0	0.0	0.008607837210439078	0.013334801221934567	0.015115741498203022
PA5357	gi|15600550| hypothetical protein	16.0	8.0	0.06673588565050612	0.08974988646476963	0.08663655303784139	0.07590165358571331	0.07421863023297907	0.0798252287750861	0.08518277074179102	0.08857293710060114	0.08416848088539244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.015517850300424237	0.014891458020723832	0.0165725680208227	0.014272308313164738	0.018005891393261884	0.0190549045310476	0.02223369079080789	0.023662865613140727	0.01862938479464715	19.0	537	179.0	0.0893854748603352	0.0	0.01675977653631285	0.00011519108654839699	0.0	2.1532735227439616e-05	0.08104077505103906	0.07664850419792617	0.05791856928079739	0.0	0.0	0.010136436107049356	0.01628358924241644	0.021650486978332068
PA5349	gi|15600542| rubredoxin reductase	32.0	10.0	0.08319706222688748	0.08776904237541434	0.08976623910135922	0.08459055599160106	0.08478987422663962	0.08705254557510521	0.07776443444635041	0.08548753666248285	0.08099379525044705	2.0	1.0	0.003965946527852962	0.004254419120564077	0.004724617530836332	0.004572537847999115	0.005240020527468548	0.004774735237084009	0.004695132384399108	0.0044762503123036024	0.004957021527246664	9.0	7.0	0.018485461474101506	0.01714355172591815	0.02058186116903446	0.021026346679086524	0.02402617285112336	0.025357253072726058	0.024917668784310197	0.025678661051201066	0.022664837287439243	43.0	1155	385.0	0.08311688311688312	0.005194805194805195	0.023376623376623377	0.00010711275060863928	1.104174824269407e-05	3.00339709535976e-05	0.08691078123455369	0.08547765859778196	0.05573930587889541	0.0045171914997998415	0.004903296049650555	0.013368421170774419	0.021878126899748118	0.02531786096941244
PA5348	gi|15600541| probable DNA-binding protein	116.0	6.0	1.6047363168201383	1.643629627174108	1.8629680878041057	2.0561727818828093	1.8753200950901063	1.352651372269256	1.1303083272609151	1.6469300461079432	1.4023804261412611	6.0	1.0	0.08354097434893516	0.10250294181495342	0.09148233233277066	0.08764043572070093	0.0531015993523828	0.04994580586229397	0.022973458909118998	0.033318204619999535	0.08835827574480032	73.0	6.0	0.48132125897522143	0.3766361432116543	0.4198248387759856	0.40538948110186857	0.43663928613231023	0.9418262444325735	0.7834810369831234	0.6871125119436722	0.7537881450608083	195.0	273	91.0	1.2747252747252746	0.06593406593406594	0.8021978021978022	0.0016427388194305734	0.00014014526615727089	0.0010306529348606355	1.7037780105994507	1.761381416414057	0.9535931159059311	0.09387523662280835	0.04200695470793192	0.29709186893562506	0.4206178686700548	0.8041399311197898
PA5347	gi|15600540| hypothetical protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.011715083568033366	0.009568132087533595	0.014458027243921248	0.01172861492080572	0.012164562926284704	0.017383469821169863	0.0161372529325263	0.01483710117191585	0.013726278760961032	2.0	393	131.0	0.0	0.0	0.015267175572519083	0.0	0.0	1.9615061606675274e-05	0.0	0.0	0.0	0.0	0.0	0.007094405218522321	0.012783735030337223	0.01611927464187067
PA5346	gi|15600539| SadB	10.0	5.0	0.020762659646881683	0.021761188246193625	0.022245679758428793	0.0219072467161782	0.0226100573197824	0.02214146204855631	0.017989528539256523	0.019399910618321414	0.019316255729507712	4.0	1.0	0.009339677294690853	0.0063367751622531955	0.006821118552918516	0.006899409081045465	0.009445897063038272	0.010104891040246113	0.01048733999924386	0.010321826454250605	0.007998085389023264	6.0	3.0	0.013351071087265234	0.012918836698810863	0.01304339351907607	0.0136160282103281	0.01639594087386485	0.018435719854602732	0.011733879990709887	0.01062748280533413	0.01166261949183362	20.0	1410	470.0	0.02127659574468085	0.00851063829787234	0.01276595744680851	2.7419154909791303e-05	1.8089672652924327e-05	1.6401530237071028e-05	0.021589842550501368	0.022219588694838973	0.015576372150756261	0.006685767598739058	0.010012709367509415	0.012197244746775568	0.014351787534423005	0.013599027550215581
PA5345	gi|15600538| ATP-dependent DNA helicase RecG	25.0	10.0	0.035440029922362115	0.038601285423104134	0.038901041441692666	0.035883386876502325	0.03653288814741475	0.04028458580136598	0.03395067143041821	0.03384769016867168	0.034031444184986034	1.0	1.0	0.0011492593367497276	0.001355467420441419	0.0019090505953034205	0.0027505747078266263	0.0015029509452772199	0.0014915249646140392	0.0017085700599879603	0.002138666374145178	0.0013750110767297194	19.0	6.0	0.023418159824992905	0.0227528158512131	0.02328815278369469	0.02903207655470317	0.02856834177774145	0.028140386821461343	0.029177895338066206	0.03157751073546016	0.028704463915545368	45.0	2076	692.0	0.036127167630057806	0.001445086705202312	0.02745664739884393	4.655709106792599e-05	3.071584590633827e-06	3.527593088079101e-05	0.037647452262386305	0.03756695360842768	0.022982540311946537	0.0020050309078571554	0.0015676819899597399	0.01610321401678373	0.026962857038713105	0.029631930964995903
PA5344	gi|15600537| OxyR	71.0	10.0	0.20470150093437867	0.22156863644749183	0.2496713479425378	0.20376452952635363	0.21714267642600776	0.2554280879349337	0.21314488327252243	0.22294699075038032	0.2212126819548021	3.0	2.0	0.009180998674780644	0.009078758059466997	0.009193793246618506	0.01113146223545241	0.008065226708104832	0.00898717994703218	0.007342340311921416	0.007996437900840736	0.008808374069779148	41.0	9.0	0.11186376273148217	0.10985528449619451	0.11299809011360402	0.11489509693761525	0.12576820502731528	0.14134988557396494	0.14937667187352227	0.14548941079232713	0.1332221297372351	115.0	933	311.0	0.2282958199356913	0.00964630225080386	0.13183279742765272	0.0002942048872475035	2.050356787831455e-05	0.0001693770030377056	0.22531382844146944	0.2254450979624317	0.1484242908992278	0.009801337847179304	0.00813158232235281	0.07657182837617248	0.11788713069284484	0.14540532274660478
PA5343	gi|15600536| hypothetical protein	16.0	4.0	0.04774406699785684	0.05333968827633413	0.053409340947526	0.05030525702807196	0.05399382367435359	0.0572412661117181	0.05440075200213723	0.05346926363172432	0.05430622644823756	13.0	1.0	0.04022217485007379	0.040613339003681005	0.043742999175984044	0.043426460605416876	0.04045409254556203	0.03663899863960783	0.03344493312344028	0.03808951189655083	0.03870773277233191	15.0	4.0	0.046849970469631096	0.03978323374263819	0.04868496124279239	0.046829807977000516	0.05586771185147949	0.06378572241961135	0.060937904300164415	0.056158250129634164	0.05226011744565079	44.0	852	284.0	0.056338028169014086	0.045774647887323945	0.0528169014084507	7.260283271888402e-05	9.729568653993629e-05	6.785844376252977e-05	0.05149769874057233	0.05384678227138121	0.049364063494645116	0.04259426626169397	0.036846008102870045	0.04157423870294004	0.05046082702375746	0.06029395894980331
PA5340	gi|15600533| hypothetical protein	10.0	3.0	0.03783663956580819	0.039466726779160806	0.03988019614134012	0.042116741500366456	0.04351800043822035	0.04420937759794119	0.0392729559294595	0.04031783834297457	0.04170200927783809	4.0	3.0	0.018580901790962816	0.019713553949380083	0.01895885249447959	0.020127843147512595	0.019702065578460073	0.018515282317384175	0.01381871139706542	0.01597858506350801	0.017896345162892832	24.0	3.0	0.0864759534486023	0.07580147820413032	0.09357208441311039	0.09501370244367224	0.10460365950878836	0.11551951862993949	0.11045330460411298	0.11215835234400579	0.10743142903853245	38.0	732	244.0	0.040983606557377046	0.01639344262295082	0.09836065573770492	5.281558527705702e-05	3.48448612576821e-05	0.00012637244608890792	0.03906118749543638	0.04328137317884267	0.032723898687798965	0.01960008319712409	0.017345353097636556	0.05941867223874688	0.09772981545519033	0.11271039185935276
PA5339	gi|15600532| conserved hypothetical protein	223.0	9.0	1.2036119569164678	1.8367803475367444	1.477757553277112	1.3619232080311587	1.7197551399785385	1.413557949485058	1.358045436773457	1.431296556312686	1.5287103617046962	200.0	2.0	1.6091880253603792	1.693281263684788	1.6213110855106276	1.5426285668021322	1.7665859347777897	1.9730616164642985	1.766957060438242	1.5723263688164741	1.510465274220897	331.0	9.0	2.857745301696173	2.787520256567227	3.217098251100317	2.7773884897247716	3.516335389157976	2.7532597461425246	3.080775547851003	2.8313944653669725	2.6234725650884982	754.0	381	127.0	1.7559055118110236	1.5748031496062993	2.606299212598425	0.0022628359260592336	0.0033473016326277297	0.0033485381351458523	1.5060499525767748	1.4984120991649184	1.4661766728155072	1.6190736386658493	1.8355348705601102	2.405863975693291	3.1702740433276886	2.8884765864535
PA5338	gi|15600531| guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	42.0	14.0	0.06089630241933663	0.06446172637701432	0.06540460059033644	0.06261932495684766	0.06607439634732867	0.06866034922276047	0.056253912399527276	0.060005403309159766	0.05913433294591819	1.0	1.0	0.0013002695224851833	0.0011486805216538623	0.0012989613853234474	0.0012709390660711702	0.0012233568390208702	0.001119936154406583	0.0009260216585936237	0.0011322479249521612	0.0012854671113076371	16.0	6.0	0.01989006798585762	0.017946039727425835	0.0202704327318496	0.020539465666120898	0.022304098020318047	0.024174628615583105	0.023041525241796982	0.02324448266089234	0.022155087359283464	59.0	2106	702.0	0.05982905982905983	0.0014245014245014246	0.022792022792022793	7.710172619932769e-05	3.027829824385482e-06	2.9282883994010952e-05	0.0635875431288958	0.0657846901756456	0.03918652841039074	0.0012395269910161599	0.0010897715506736924	0.01298945187941187	0.02103799880609618	0.023486878839424144
PA5337	gi|15600530| RNA polymerase omega subunit	79.0	6.0	0.8274317089203095	0.8557753723240251	0.9703767677540797	0.759147155115306	0.8455356585599207	0.7288145632278678	0.711655592665027	0.876823972747276	0.8743121750428364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	7.0	1.4594332168149842	1.1435413669928625	1.3084821985312167	1.2576504308289647	1.4041231403967873	1.2960629540904829	1.1229363840579862	1.2240703667017327	1.2713336800791633	189.0	267	89.0	0.8876404494382022	0.0	1.2359550561797752	0.0011439024964051137	0.0	0.0015879384143381498	0.8845279496661381	0.7778324589676981	0.5294931884707677	0.0	0.0	0.8676581946026155	1.3234185899189896	1.2143565682834006
PA5336	gi|15600529| guanylate kinase	21.0	5.0	0.09114785092262793	0.09297806679069079	0.09788588730062725	0.09420865853139768	0.09885623469268122	0.09439059408191186	0.09944327680771765	0.0989980614561531	0.09801309389645904	3.0	1.0	0.01313880642929114	0.013195265144724525	0.014145865596036004	0.012561399063621463	0.01514205441521073	0.014332877879540431	0.010864019633471098	0.013126052258756278	0.0130451957048369	13.0	4.0	0.06056751004841449	0.048718723074216735	0.06303802054034804	0.06044987698774987	0.06471184765888867	0.07248941235542086	0.06972866276226704	0.06961919007926387	0.0611067675201077	37.0	612	204.0	0.10294117647058823	0.014705882352941176	0.06372549019607843	0.00013266032301943145	3.125789024586189e-05	8.187365175531371e-05	0.09400393500464865	0.09581849576866358	0.07052671489772062	0.01330084326812733	0.01344631730940742	0.04080409512712917	0.06273324839566219	0.07061242173231726
PA5335	gi|15600528| conserved hypothetical protein	53.0	12.0	0.17146409251534647	0.18017636887625682	0.17956950546060624	0.17093570359200605	0.18148168793055997	0.17865840479284964	0.18132768913852096	0.1881672373429182	0.182941826803863	27.0	5.0	0.07880988786739743	0.08205687333123035	0.08378137147474973	0.08602113231346019	0.07585626089789219	0.06810943860138849	0.04243931582243798	0.05807730337641643	0.07345963483414757	41.0	10.0	0.12209566151137234	0.09790566010864751	0.12155387878978974	0.11884615717060205	0.1350112312881335	0.16347977651400886	0.1606237947368663	0.16598349456646289	0.1396704548116288	121.0	864	288.0	0.1840277777777778	0.09375	0.1423611111111111	0.00023715664888989633	0.00019926905031736954	0.00018290363869696684	0.17706998895073653	0.17702526543847188	0.14943493811627886	0.0839531257064801	0.06213500510723955	0.09269287499881211	0.12513708908284174	0.16336235527244602
PA5334	gi|15600527| ribonuclease PH	91.0	6.0	0.34671446945226453	0.36738855011303295	0.34503739450974596	0.336525131354226	0.3710528421208199	0.3555033371136272	0.3627224617518936	0.3807256679177914	0.36194827483801506	52.0	1.0	0.20996191573626133	0.20528575652629316	0.20874592364421798	0.2060779693782953	0.20880237606926697	0.19877938008697238	0.1730027346825348	0.18908710017424907	0.2053707101780817	57.0	6.0	0.23348657225802552	0.22026454574515367	0.24257618099176387	0.24078036823066307	0.2459961334900682	0.2916953595772199	0.27957015062683194	0.2672560838997163	0.23947436354844256	200.0	720	240.0	0.37916666666666665	0.21666666666666667	0.2375	0.0004886321897882392	0.00046053291628903183	0.0003051368021188422	0.3530468046916812	0.35436043686289104	0.31780334846864877	0.20670321651626886	0.19352816361292471	0.21427940605914275	0.24311756090416503	0.27950719803458934
PA5333	gi|15600526| conserved hypothetical protein	4.0	2.0	0.025134609668537845	0.02924086794822796	0.03224048753290396	0.02520256347798157	0.028394362743771072	0.030402851437977524	0.02327251359294583	0.028353965810522692	0.03100270402878469	2.0	2.0	0.02058678031539949	0.02153547886185732	0.021045373739423175	0.022224576451811313	0.021052960037741694	0.01820803899714942	0.013540615283063741	0.013076171936241327	0.02022271678649515	9.0	2.0	0.06739864530795298	0.05650587366894825	0.05831193231946471	0.055529788199910175	0.07143280877371254	0.07807168652609832	0.09052917081185415	0.07919021043143029	0.06685869160880346	15.0	372	124.0	0.03225806451612903	0.016129032258064516	0.07258064516129033	4.157097679871585e-05	3.428284736642916e-05	9.325063562205705e-05	0.028871988383223256	0.027999925886576724	0.024071086572956008	0.021601809684363937	0.017600538105984952	0.04566023030438085	0.061758176431029134	0.08259702258979425
PA5332	gi|15600525| catabolite repression control protein	104.0	8.0	0.33136607993075073	0.36040468510637835	0.3592946195957805	0.3570488372052929	0.3788347793488952	0.37378095530992556	0.4031523385789473	0.3845444289649724	0.40447337549914614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	8.0	0.45296970712175194	0.47817378534432775	0.4807301793866519	0.4749931349182835	0.47596406282515374	0.48887490498585284	0.4789731842721023	0.4776784181877062	0.44419870857897836	218.0	780	260.0	0.4	0.0	0.43846153846153846	0.0005154801123040765	0.0	0.0005633294808347857	0.35035512821096987	0.3698881906213712	0.26256558918130657	0.0	0.0	0.31038116415535993	0.4772291257100297	0.4818421691485537
PA5331	gi|15600524| orotate phosphoribosyltransferase	138.0	11.0	0.5593219671550551	0.5931923182835255	0.5989205077612387	0.5943805888365116	0.5937141978645588	0.6214806995834494	0.6223881385028319	0.634036993968608	0.6195291159332181	2.0	1.0	0.010933449174446191	0.010511741215484358	0.011454585348445857	0.009582071627554005	0.009979341145356847	0.009513558951784289	0.006724093675291098	0.010803515752553302	0.011292871856910592	112.0	12.0	0.48510466610787334	0.46452930660869907	0.502203095677866	0.4753620708711454	0.5301333477380983	0.6024486690749451	0.6190082237966853	0.5784948036548504	0.5242708772102047	252.0	642	214.0	0.6448598130841121	0.009345794392523364	0.5233644859813084	0.0008310310221724598	1.98648274459683e-05	0.0006724116446101393	0.5838115977332731	0.6031918287615067	0.4224528605486287	0.01051613273049474	0.008738997924144077	0.32014582948970854	0.5025661714290366	0.5999838988421602
PA5330	gi|15600523| hypothetical protein	47.0	8.0	0.20972080132012844	0.2193249480775156	0.22229319923826452	0.20545153217983464	0.2121391900934681	0.2195778443635129	0.22206139021161161	0.2241705246813309	0.22179568570018698	39.0	6.0	0.21575991011676368	0.22925337445393432	0.22240586836483758	0.21773728718900562	0.1884119863568369	0.19404183522366647	0.1557413696078742	0.17347191812178345	0.19297166066423843	55.0	8.0	0.24560730225609537	0.1944105277030503	0.2226601067281482	0.2319474540268607	0.276594237042878	0.3197032480869895	0.3239242152150725	0.34617913714688153	0.2761294539284525	141.0	618	206.0	0.22815533980582525	0.18932038834951456	0.2669902912621359	0.00029402385046470384	0.00040240740258264915	0.0003430255312526586	0.2171129828786362	0.2123895222122719	0.22066394166990208	0.2231321766692592	0.1793983970627925	0.20449658269364304	0.24373393259929563	0.32993553348298116
PA5329	gi|15600522| conserved hypothetical protein	1.0	1.0	0.006749297468928886	0.007206849372622378	0.0062409339889378255	0.00575627113347093	0.00591539837691185	0.006913107901805994	0.007739070407801863	0.007812987921467498	0.006901291399133599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	465	155.0	0.0064516129032258064	0.0	0.0	8.31419535974317e-06	0.0	0.0	0.006732360276829697	0.006194925804062924	0.005184019443089788	0.0	0.0	0.0	0.0	0.0
PA5323	gi|15600516| acetylglutamate kinase	76.0	13.0	0.2330358721360844	0.2523094498460093	0.24375901395145433	0.23789203840534234	0.24073424066215873	0.2558249470077157	0.2517595367083278	0.2657183104167346	0.2572629320200204	15.0	2.0	0.045334649891539146	0.050966439377012666	0.05207616454040996	0.04945413464937797	0.041370983531770586	0.03969745584192098	0.03788730510325934	0.03749230086168205	0.04504008193858711	68.0	12.0	0.20077423514412635	0.18568161409784686	0.203376133153854	0.20517280664112741	0.22367053651668725	0.24287156036977306	0.2581406361749778	0.2566970322037673	0.21989465234648556	159.0	906	302.0	0.25165562913907286	0.04966887417218543	0.2251655629139073	0.0003243086799264058	0.00010557300679065934	0.0002892896834308996	0.24303477864451603	0.24481707535840558	0.1876041656722005	0.05083224618893353	0.0396519148256503	0.14131605003455175	0.2107398254372229	0.2525697429161727
PA5322	gi|15600515| phosphomannomutase AlgC	290.0	25.0	0.5732410061616873	0.6005123647002605	0.5919108915154884	0.5738923578898022	0.5673137425596926	0.6219065407895515	0.5777403042351267	0.5962741018296912	0.6030059959870917	118.0	3.0	0.24080423864866862	0.24764308174753805	0.25371317980813823	0.25423436545638844	0.23683267578558193	0.22081842749000896	0.22928436138172906	0.2136902017031054	0.23081877361313363	235.0	22.0	0.46240313323580307	0.44044031842462356	0.4799638033135644	0.49016126638022595	0.5608426498603383	0.6007146574531423	0.6243801084985118	0.6066471091281511	0.5154635081499264	643.0	1392	464.0	0.625	0.2543103448275862	0.5064655172413793	0.0008054376754751196	0.0005405459295965426	0.0006507000771136835	0.5885547541258122	0.5877042137463487	0.4716062149044955	0.2518635423373549	0.22897848821910663	0.37217788445451067	0.5103225731847095	0.6105806250266017
PA5321	gi|15600514| deoxyuridine 5'-triphosphate nucleotidohydrolase	10.0	2.0	0.05415400417321457	0.06202034434115227	0.0597580768067612	0.049557936597234065	0.058446182018092166	0.0591129591873702	0.06460887783819326	0.06751407426216106	0.06524287593065402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	0.07197638964375169	0.05768648071290411	0.06814698338346922	0.0674596540456968	0.0692571616584764	0.08490014083747603	0.08026567321888006	0.07786157769268015	0.07016170371843754	20.0	456	152.0	0.06578947368421052	0.0	0.06578947368421052	8.478291320790731e-05	0.0	8.45254299498178e-05	0.05864414177370935	0.05570569260089881	0.04404098403345144	0.0	0.0	0.043220956785551934	0.06828793302921414	0.08100913058301208
PA5320	gi|15600513| Phosphopantothenoylcysteine synthase/(R)-4'-phospho-N-pantothenoylcysteine decarboxylase	35.0	7.0	0.08424690326615948	0.08607951973679193	0.0903071950780922	0.08569709855177987	0.0830651400365262	0.08700009835540565	0.08488684276029729	0.0911334400596666	0.08396485656094	8.0	1.0	0.014675174654736682	0.01437562315211807	0.014596011852637024	0.014760472301242281	0.013787419925928766	0.011886921671701101	0.012108561068186974	0.01198967376821766	0.01491424016050703	21.0	6.0	0.047807746817206904	0.044264835041847674	0.04945679101036472	0.04920987440848407	0.05245497784110736	0.0587634523397728	0.054857840384765405	0.055987204875578164	0.05626250430363269	64.0	1209	403.0	0.08684863523573201	0.019851116625310174	0.052109181141439205	0.00011192186061192729	4.2194273681758974e-05	6.694917429275891e-05	0.0868778726936812	0.08525411231457058	0.06356515249156687	0.014577369101999124	0.012594300888605614	0.03468741854242408	0.05037388108665205	0.05653616586670546
PA5317	gi|15600510| probable binding protein component of ABC dipeptide transporter	23.0	9.0	0.03596687200373466	0.0404927946272284	0.0388504589634594	0.03829333700455751	0.04133469536620288	0.04212083475657074	0.05165029544281141	0.051239921033518	0.04258971864820168	7.0	2.0	0.011687801805663147	0.01183080828282707	0.012445816040015555	0.01184406579578557	0.01039521159071389	0.010532435948299373	0.00823603624458075	0.009361365523262808	0.010457917372475202	14.0	6.0	0.024048158850881192	0.01964522365608414	0.024130057947068906	0.024074541017111442	0.02995159701054473	0.03577218066333135	0.031202686559721273	0.03008907146747988	0.026599810056713566	44.0	1581	527.0	0.04364326375711575	0.013282732447817837	0.026565464895635674	5.6243086257086147e-05	2.8232933125294607e-05	3.413095160023003e-05	0.038436708531474156	0.04058295570911038	0.03819267276066419	0.012040230039542731	0.009721227927864671	0.01768491601007605	0.02605206532490836	0.0323546462301775
PA5316	gi|15600509| 50S ribosomal protein L28	324.0	6.0	4.2144821429031065	4.321476126956809	4.227175614104576	4.308110781959736	4.390921214177227	4.27503285968926	3.6921643896368916	3.5581870411173977	3.9846246070504607	183.0	4.0	2.510351591101472	2.306435864345701	2.3951386400356283	2.5166009787404353	2.679718485191619	2.6441802171721305	2.5358080136857923	2.989406750497872	2.472655603482889	324.0	6.0	4.214531095866072	3.820589261205707	4.198379421036891	4.186836986893489	4.155196771821612	4.711672321962039	4.307397968371304	3.90560652056253	4.011488713426898	831.0	237	79.0	4.10126582278481	2.3164556962025316	4.10126582278481	0.005285302417294961	0.004923711217968422	0.0052692511065425655	4.254377961321497	4.324688285275408	3.2535676739519204	2.406058494373921	2.6199022386831805	3.6748423691898835	4.180137726583997	4.308225603631958
PA5315	gi|15600508| 50S ribosomal protein L33	6.0	1.0	0.05117706625384119	0.19981964429863414	0.05834340915824849	0.07128846729208306	0.22651308903023976	0.08470539589766386	0.06287047537498136	0.06565651312789783	0.08172128021678184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.15151579209419833	0.1078724600092112	0.13755828280119628	0.13902469670385478	0.11828022890014529	0.27577320577008224	0.24935314538857073	0.13732598834655083	0.1344105229898037	13.0	156	52.0	0.11538461538461539	0.0	0.1346153846153846	0.00014869618624156053	0.0	0.00017295203358962718	0.10311337323690793	0.1275023174066622	0.04284232950095973	0.0	0.0	0.08646275070113651	0.13162106946839877	0.22081744650173463
PA5313	gi|15600506| Transaminase	10.0	5.0	0.018977999881915016	0.024690201655061878	0.022873027259059545	0.021086460316363246	0.025064168505845814	0.021365494575702606	0.019069576628729743	0.020971995507689505	0.02105990289325308	1.0	1.0	0.0029013292878168795	0.002551550654036195	0.002725170896695972	0.0028371677938371104	0.0029329594473658134	0.0026245180080440283	0.0031197069210843753	0.0024828464254425934	0.0027192118213133095	12.0	3.0	0.02499721250691675	0.031548718783960844	0.0274531173147906	0.025642010637617167	0.03420420699551619	0.02926367357349626	0.02496209163677757	0.024457785939187574	0.029299853154869077	23.0	1335	445.0	0.02247191011235955	0.0022471910112359553	0.02696629213483146	2.8959556871015536e-05	4.77648659936766e-06	3.464592904010509e-05	0.022180409598678813	0.02250537446597056	0.014314300474745377	0.002704629781523093	0.002892394792164739	0.019676259238773395	0.029099778315974656	0.0262278503831538
PA5312	gi|15600505| Aldehyde dehydrogenase	247.0	19.0	0.41542048837563667	0.5109647258114466	0.46980741981254304	0.4773570906018686	0.5398524291435233	0.494655588487016	0.4611141171309371	0.49033226893353343	0.4969828904386442	59.0	2.0	0.12629818622265826	0.13248182831803096	0.13450355565811484	0.13808071870651317	0.11710740109793387	0.12847526122877026	0.11307451317776362	0.10887663969646358	0.1207344865541973	198.0	19.0	0.33527879425273344	0.37877024236761087	0.33496208245666587	0.3119268893301697	0.34664087458930226	0.4452806805034352	0.4230973007224976	0.42461133197967255	0.4056547997144748	504.0	1494	498.0	0.4959839357429719	0.11847389558232932	0.39759036144578314	0.0006391746372445125	0.0002518205937076263	0.0005108187429256458	0.4653975446665421	0.5039550360774693	0.3592481907623763	0.135022034227553	0.11955239183482258	0.2743085587722693	0.33117661545871263	0.4309964377352018
PA5309	gi|15600502| FAD-dependent oxidoreductase	17.0	6.0	0.042087934866287355	0.03916805386200092	0.04177234988034483	0.04139196227365624	0.04091045120755935	0.04885177092725591	0.035736889022638954	0.03972865825126409	0.037897797630205704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.013993458847608038	0.012944062930990194	0.012839591617506769	0.013675696509832946	0.014263296765506396	0.016014336752670635	0.015273197239592364	0.016000112847654024	0.016915361247476533	24.0	1320	440.0	0.038636363636363635	0.0	0.015909090909090907	4.979069266573466e-05	0.0	2.043978578786503e-05	0.0410094462028777	0.0437180614694905	0.02515518242463435	0.0	0.0	0.00897917392619941	0.013592861630948702	0.015762548946639008
PA5308	gi|15600501| leucine-responsive regulatory protein	31.0	9.0	0.19829975977327038	0.19805010421816796	0.21092368634382894	0.19858196006613754	0.19810008979042987	0.22218153004616364	0.18899093595403793	0.1955446263972447	0.18423799711130376	7.0	2.0	0.04009258752716515	0.04015081271679055	0.040952333085274545	0.04058402212265932	0.03157505616012685	0.03368065581568225	0.026181105755085133	0.02565143760063497	0.03681702342473093	20.0	4.0	0.10359380760833249	0.09200032147025003	0.10279696304492843	0.1025915710374081	0.11565381876990502	0.12667473263011006	0.1355905552163972	0.1342932708682359	0.12490586976620308	58.0	489	163.0	0.1901840490797546	0.04294478527607362	0.12269938650306748	0.00024509023744518976	9.128071016582981e-05	0.00015764251966100988	0.20242451677842244	0.20628785996757704	0.14154271662614926	0.04056238930824147	0.030478939243631407	0.07374852222640584	0.10701411761741386	0.1321861862382477
